address,size,name,unit
0x00409D70,335,set_invs_chunk_object_bounds,ENGINE/CORE/LINKSCF.CPP
0x00409EC0,172,remove_invs_tracked_entities_outside_bounds,ENGINE/CORE/LINKSCF.CPP
0x00409FA0,128,try_trigger_invs_chunk_contact,ENGINE/CORE/LINKSCF.CPP
0x0040A020,37,trigger_invs_chunk_sound_once,ENGINE/CORE/LINKSCF.CPP
0x0040A110,253,load_invs_chunk_object,ENGINE/CORE/LINKSCF.CPP
0x0040A270,48,reset_all_invs_chunk_objects,ENGINE/CORE/LINKSCF.CPP
0x0040A2A0,167,allocate_invs_chunk_object_array,ENGINE/CORE/LINKSCF.CPP
0x0040A370,54,dispatch_invs_chunk_contacts_for_entity,ENGINE/CORE/LINKSCF.CPP
0x0040A3E0,86,append_invs_chunk_object_with_bounds,ENGINE/CORE/LINKSCF.CPP
0x0040A490,70,load_invs_chunk_objects,ENGINE/CORE/LINKSCF.CPP
0x0040A6F0,205,emit_level_chunk_object_render_entry,LEVEL/LEVELVT.CPP
0x0040A830,33,copy_object_fields_0x9c_triplet,LEVEL/LEVELVT.CPP
0x0040A890,55,is_point_inside_3d_bounds,LEVEL/LEVELVT.CPP
0x0040A8E0,64,do_3d_bounds_intersect,LEVEL/LEVELVT.CPP
0x0040ACF0,46,invoke_callback_grid,LEVEL/LEVELVT.CPP
0x0040B020,170,construct_level_chunk_stream_dispatcher,ENGINE/CORE/LINKSCF.CPP
0x0040B0D0,80,destroy_level_chunk_stream_dispatcher,LEVEL/LEVELRUN.CPP
0x0040B120,42,reset_registered_level_chunk_streams,LEVEL/LEVELRUN.CPP
0x0040B150,42,register_level_chunk_stream,LEVEL/LEVELRUN.CPP
0x0040B180,103,remove_managed_entity_group_child,LEVEL/LEVELRUN.CPP
0x0040B210,125,handle_level_chunk_stream_transport_event,LEVEL/LEVELRUN.CPP
0x0040B290,68,route_level_chunk_stream_payload,LEVEL/LEVELRUN.CPP
0x0040B2E0,62,emit_registered_level_chunk_stream_entries,LEVEL/LEVELRUN.CPP
0x0040B320,77,service_registered_level_chunk_streams,LEVEL/LEVELRUN.CPP
0x0040B480,67,construct_type_0x35_chunk_object,LEVEL/LEVELRUN.CPP
0x0040B4D0,215,set_type_0x35_chunk_object_bounds,LEVEL/LEVELRUN.CPP
0x0040B630,60,is_point_inside_type_0x35_chunk_bounds,LEVEL/LEVELRUN.CPP
0x0040B760,374,service_type_0x35_chunk_object,LEVEL/LEVELRUN.CPP
0x0040B900,48,reset_type_0x35_chunk_objects,LEVEL/LEVELRUN.CPP
0x0040B930,148,allocate_type_0x35_chunk_object_array,LEVEL/LEVELRUN.CPP
0x0040B9E0,80,append_type_0x35_chunk_object,LEVEL/LEVELRUN.CPP
0x0040BA30,925,remove_type_0x35_chunk_object_by_slot,LEVEL/LEVELRUN.CPP
0x0040BDD0,70,emit_slnk_chunk_manager_render_entries,LEVEL/LEVELRUN.CPP
0x0040BE20,40,service_type_0x35_chunk_objects,LEVEL/LEVELRUN.CPP
0x0040BE50,125,load_slnk_chunk_objects,LEVEL/LEVELRUN.CPP
0x0040C1D0,105,delete_level_chunk_object_base_array,LEVEL/LEVELVT.CPP
0x0040C2D0,119,construct_type_0x18_chunk_object,LEVEL/LEVELVT.CPP
0x0040C3B0,313,emit_type_0x18_chunk_render_entry,LEVEL/LEVELVT.CPP
0x0040C720,42,set_fixed_point_triplet_from_ints,LEVEL/TYPE18.CPP
0x0040C7B0,38,reset_type_0x18_chunk_stream_objects,LEVEL/TYPE18.CPP
0x0040C7E0,48,destroy_type_0x18_chunk_stream,LEVEL/TYPE18.CPP
0x0040C810,128,append_type_0x18_chunk_object,LEVEL/TYPE18.CPP
0x0040C890,83,emit_type_0x18_chunk_stream_entries,LEVEL/TYPE18.CPP
0x0040C950,180,get_type_0x18_chunk_object_position,LEVEL/TYPE18.CPP
0x0040CA40,371,load_network_player_chunk_markers,LEVEL/TYPE18.CPP
0x0040CBC0,44,release_owned_pointer_array_and_reset_count,LEVEL/TYPE18.CPP
0x0040CF40,137,prune_anim_chunk_records_to_supported_special_tile_types,LEVEL/LEVELVT.CPP
0x0040CFF0,141,advance_anim_chunk_frames,LEVEL/LEVELRUN.CPP
0x0040D080,64,has_anim_chunk_record_at_tile,LEVEL/LEVELRUN.CPP
0x0040D0C0,109,append_static_anim_chunk_record_if_unique,LEVEL/LEVELRUN.CPP
0x0040D130,243,append_anim_chunk_record_if_unique,LEVEL/LEVELRUN.CPP
0x0040D2B0,48,serialize_anim_chunk_records,LEVEL/LEVELRUN.CPP
0x0040D2E0,105,load_anim_chunk_records,LEVEL/LEVELRUN.CPP
0x0040D4A0,678,initialize_door_chunk_object,LEVEL/LEVELVT.CPP
0x0040D760,417,clear_door_chunk_footprint_occupancy_flags,LEVEL/LEVELVT.CPP
0x0040D910,293,set_door_chunk_tile_blocking_flags,LEVEL/LEVELVT.CPP
0x0040DA40,305,clear_door_chunk_tile_blocking_flags,LEVEL/LEVELVT.CPP
0x0040DB80,345,service_door_chunk_object_state_machine,LEVEL/LEVELVT.CPP
0x0040DD00,47,request_door_chunk_object_trigger_transition,LEVEL/LEVELVT.CPP
0x0040DD80,292,handle_door_chunk_object_entity_overlap,ENGINE/CORE/LINKSCF.CPP
0x0040DEC0,98,activate_door_chunk_object_trigger,ENGINE/CORE/LINKSCF.CPP
0x0040DF90,48,dispatch_child_array_virtual_0x104,ENGINE/CORE/LINKSCF.CPP
0x0040DFC0,160,allocate_door_chunk_object_array,ENGINE/CORE/LINKSCF.CPP
0x0040E080,55,emit_door_chunk_render_entries,ENGINE/CORE/LINKSCF.CPP
0x0040E0C0,123,append_door_chunk_object,ENGINE/CORE/LINKSCF.CPP
0x0040E500,72,dispatch_door_chunk_entity_overlap,ENGINE/CORE/LINKSCF.CPP
0x0040E550,74,service_active_door_chunk_objects,ENGINE/CORE/LINKSCF.CPP
0x0040E5A0,88,dispatch_door_chunk_object_trigger_by_slot,ENGINE/CORE/LINKSCF.CPP
0x0040E600,40,get_door_chunk_object_slot_id_by_index,ENGINE/CORE/LINKSCF.CPP
0x0040E630,156,load_door_chunk_objects,ENGINE/CORE/LINKSCF.CPP
0x0040EB90,53,or_level_tile_grid_cell_flags,ENGINE/CORE/LINKSCF.CPP
0x0040EC10,107,delete_door_chunk_object_array,ENGINE/CORE/LINKSCF.CPP
0x0040ECB0,212,construct_plas_chunk_object,ENGINE/CORE/LINKSCF.CPP
0x0040ED90,573,activate_or_stage_plas_chunk_object,ENGINE/CORE/LINKSCF.CPP
0x0040EFD0,48,destroy_door_chunk_object,ENGINE/CORE/LINKSCF.CPP
0x0040F000,203,handle_door_chunk_object_target_tile_projectile_result,ENGINE/CORE/LINKSCF.CPP
0x0040F120,59,dispatch_door_chunk_object_plas_state_table_variant_0_or_1,LEVEL/LEVELVT.CPP
0x0040F160,178,update_door_chunk_object_facing_toward_queue_cursor,LEVEL/LEVELVT.CPP
0x0040F220,140,update_door_chunk_object_facing_toward_target_tile,LEVEL/LEVELVT.CPP
0x0040F2C0,68,set_door_chunk_object_target_tile,LEVEL/LEVELVT.CPP
0x0040F310,223,emit_door_chunk_object_target_tile_projectile,LEVEL/LEVELVT.CPP
0x0040F430,113,is_door_chunk_object_facing_toward_queue_cursor,LEVEL/LEVELVT.CPP
0x0040F4B0,69,is_door_chunk_object_facing_toward_target_tile,LEVEL/LEVELVT.CPP
0x0040F500,189,remove_active_door_chunk_object,LEVEL/LEVELVT.CPP
0x0040F600,61,start_door_chunk_object_vertical_motion,LEVEL/LEVELVT.CPP
0x0040F640,169,deserialize_managed_entity_stream_snapshot,LEVEL/LEVELVT.CPP
0x0040F6F0,167,serialize_managed_entity_stream_snapshot,LEVEL/LEVELVT.CPP
0x0040F7A0,61,poll_managed_entity_child_dirty_flag,LEVEL/LEVELVT.CPP
0x0040F7E0,375,poll_managed_entity_stream_dirty_flag,LEVEL/LEVELVT.CPP
0x0040F960,79,has_projectile_request_code_queued,LEVEL/LEVELVT.CPP
0x0040F9B0,92,append_projectile_request_code,LEVEL/LEVELVT.CPP
0x0040FA10,109,schedule_door_chunk_object_random_delay_variant,LEVEL/LEVELVT.CPP
0x0040FA80,351,activate_projectile_object_at_position,LEVEL/LEVELVT.CPP
0x0040FBE0,79,get_last_queued_projectile_request_code,LEVEL/LEVELVT.CPP
0x0040FC50,82,remove_queued_projectile_request_code,LEVEL/LEVELVT.CPP
0x0040FCD0,52,dispatch_object_state_variant_callback,LEVEL/LEVELVT.CPP
0x0040FD10,589,advance_projectile_toward_boon_target,LEVEL/LEVELVT.CPP
0x0040FF70,251,select_next_projectile_boon_target,LEVEL/LEVELVT.CPP
0x00410090,106,set_randomized_object_timer_0x190,LEVEL/LEVELVT.CPP
0x00410100,278,settle_managed_entity_on_sampled_terrain,LEVEL/LEVELVT.CPP
0x00410220,38,set_managed_entity_state_id_with_timestamp,LEVEL/LEVELVT.CPP
0x00410250,120,set_managed_entity_ice_attachment,LEVEL/LEVELVT.CPP
0x004108B0,252,emit_plas_chunk_object_render_entry,LEVEL/LEVELVT.CPP
0x00410A20,103,remove_pointer_from_level_mode_list_0x120,LEVEL/LEVELVT.CPP
0x00410C10,229,construct_level_game_mode,LEVEL/LEVELRUN.CPP
0x00410D00,2708,initialize_level_game_mode,GAME.CPP
0x004117A0,873,destroy_level_game_mode,GAME.CPP
0x00411B10,95,start_level_game_mode_session,GAME.CPP
0x00411B70,160,send_level_game_state_request,GAME.CPP
0x00411C10,706,handle_received_level_game_state,GAME.CPP
0x00411F20,309,request_level_game_state_change,GAME.CPP
0x00412080,113,assign_network_player_managed_entity_slot_ids,LEVEL/LEVELRUN.CPP
0x00412100,221,initialize_level_chunk_type_enabled_flags,LEVEL/LEVELRUN.CPP
0x004121F0,698,service_level_game_mode_frame,GAME.CPP
0x004124D0,227,emit_level_game_mode_dynamic_render_entries,LEVEL/LEVELRUN.CPP
0x004125C0,24,try_apply_tram_chunk_overlap_impulse,LEVEL/LEVELRUN.CPP
0x004125E0,19,get_runtime_plas_child_active_state_by_pointer,LEVEL/LEVELRUN.CPP
0x00412600,87,spawn_level_projectile_object,LEVEL/LEVELRUN.CPP
0x00412660,195,dispatch_level_game_mode_plas_command,LEVEL/LEVELRUN.CPP
0x00412780,24,find_plas_chunk_object_position_in_rect,LEVEL/LEVELRUN.CPP
0x004127A0,24,find_enmy_chunk_object_position_in_rect,LEVEL/LEVELRUN.CPP
0x004127C0,24,find_shpg_chunk_object_position_in_rect,LEVEL/LEVELRUN.CPP
0x004127E0,24,find_projectile_position_in_rect_from_level_mode,LEVEL/LEVELRUN.CPP
0x00412890,564,dispatch_managed_entity_chunk_contacts_from_tile_flags,LEVEL/LEVELRUN.CPP
0x00412AD0,129,dispatch_door_overlap_if_tile_blocks_motion,LEVEL/LEVELRUN.CPP
0x00412B60,28,copy_level_mode_node_point_by_index,LEVEL/LEVELRUN.CPP
0x00412B80,86,load_level_mode_manager_stream_ranges_0x1b4,LEVEL/LEVELRUN.CPP
0x00412BE0,85,load_level_mode_manager_streams_0x1c4,LEVEL/LEVELRUN.CPP
0x00412C60,30,request_level_quit_game_state,LEVEL/LEVELRUN.CPP
0x00412C80,174,dispatch_level_slot_action_by_type,LEVEL/LEVELRUN.CPP
0x00412D80,52,copy_level_mode_plas_triplet_by_index,LEVEL/LEVELRUN.CPP
0x00412DC0,85,copy_managed_entity_position_by_id,LEVEL/LEVELRUN.CPP
0x00412E20,29,get_level_follow_target_position,LEVEL/LEVELRUN.CPP
0x00412E40,19,serialize_anim_chunk_manager_records,LEVEL/LEVELRUN.CPP
0x00412E60,19,serialize_level_mode_lift_endpoint_pairs,LEVEL/LEVELRUN.CPP
0x00412EB0,75,append_type_0x18_chunk_object_from_tile_coords,LEVEL/LEVELRUN.CPP
0x00412F10,150,load_level_ai_chunk,LEVEL/LEVELRUN.CPP
0x00412FB0,78,assign_missing_managed_entity_slot_ids,LEVEL/LEVELRUN.CPP
0x00413000,19,get_level_mode_door_slot_id_by_index,LEVEL/LEVELRUN.CPP
0x00413020,19,get_level_mode_lift_slot_id_by_index,LEVEL/LEVELRUN.CPP
0x004130A0,33,set_level_chunk_type_enabled_flag,LEVEL/LEVELRUN.CPP
0x004130D0,29,find_level_mode_move_chunk_containing_point,LEVEL/LEVELVT.CPP
0x00413180,41,set_level_mode_triplet_arrays_entry,LEVEL/LEVELRUN.CPP
0x004131E0,168,configure_level_mode_profile_ranges,LEVEL/LEVELRUN.CPP
0x00413300,102,load_level_flag_chunk,LEVEL/LEVELRUN.CPP
0x00413E80,196,compute_direction_octant_between_points,GAME.CPP
0x00413F50,41,is_point_strictly_inside_rect_bounds,GAME.CPP
0x00413F80,51,distance2d_int_pixels,GAME.CPP
0x00414040,36,reset_managed_entity_group_runtime_state,LEVEL/LEVELVT.CPP
0x00414080,68,emit_level_chunk_child_render_entries,LEVEL/LEVELVT.CPP
0x004140D0,82,is_managed_entity_within_followup_activation_range,LEVEL/LEVELVT.CPP
0x00414150,1180,update_managed_entity_group_command_state,LEVEL/LEVELVT.CPP
0x00414660,195,queue_managed_entity_followup_move_commands_by_level_entity_id,LEVEL/LEVELVT.CPP
0x00414730,149,queue_managed_entity_followup_move_commands,LEVEL/LEVELVT.CPP
0x004147D0,61,detach_managed_entity_child,LEVEL/LEVELVT.CPP
0x00414810,102,set_managed_entity_group_active_state,LEVEL/LEVELVT.CPP
0x004148F0,104,clear_managed_entity_children_pending_state_and_cache_count,LEVEL/LEVELVT.CPP
0x00414CD0,82,pop_managed_entity_command_queue_front,LEVEL/LEVELVT.CPP
0x00414DA0,58,construct_managed_entity_queue_cursor,ENGINE/CORE/LINKSCF.CPP
0x00414DE0,28,destroy_managed_entity_queue_cursor,LEVEL/LEVELVT.CPP
0x00414F30,414,initialize_managed_entity_base,LEVEL/LEVELVT.CPP
0x004150D0,138,reset_level_chunk_object_runtime_state,LEVEL/LEVELVT.CPP
0x00415160,69,destroy_level_chunk_object_base,LEVEL/LEVELVT.CPP
0x00415240,183,set_level_chunk_object_motion_vector,LEVEL/LEVELVT.CPP
0x00415300,534,advance_managed_entity_gravity_motion,LEVEL/LEVELVT.CPP
0x00415520,44,increment_managed_entity_heading_octant,LEVEL/LEVELVT.CPP
0x00415580,509,advance_managed_entity_move_command_path,LEVEL/LEVELVT.CPP
0x004157B0,123,sample_level_tile_flags_at_pixel,LEVEL/LEVELVT.CPP
0x00415830,122,begin_managed_entity_reachable_path_search,LEVEL/LEVELVT.CPP
0x004158B0,368,service_managed_entity_reachable_path_search,LEVEL/LEVELVT.CPP
0x00415A30,853,advance_managed_entity_path_motion_with_height_checks,LEVEL/LEVELVT.CPP
0x00415D90,137,update_managed_entity_facing_toward_first_move_command,LEVEL/LEVELVT.CPP
0x00415E20,81,is_managed_entity_facing_toward_first_move_command,LEVEL/LEVELVT.CPP
0x00415E80,107,pop_first_managed_entity_move_command,LEVEL/LEVELVT.CPP
0x00415EF0,64,append_managed_entity_move_command,LEVEL/LEVELVT.CPP
0x00415F30,195,prepend_managed_entity_move_command_and_advance,LEVEL/LEVELVT.CPP
0x004160F0,52,build_centered_search_rect_0x30,LEVEL/LEVELVT.CPP
0x00416130,237,advance_managed_entity_drop_to_saved_point,LEVEL/LEVELVT.CPP
0x00416220,275,advance_managed_entity_drop_to_tile_center,LEVEL/LEVELVT.CPP
0x00416340,207,update_entity_height_if_inside_point_bounds,LEVEL/LEVELVT.CPP
0x00416410,16,forward_managed_entity_vslot_0xa4,LEVEL/LEVELVT.CPP
0x00416420,204,update_entity_height_if_inside_rect_bounds,LEVEL/LEVELVT.CPP
0x004164F0,21,forward_managed_entity_vslot_0xa0,LEVEL/LEVELVT.CPP
0x00416510,84,arm_random_entity_action_delay,LEVEL/LEVELVT.CPP
0x00416570,30,is_managed_entity_state_not_7_8_or_0x15,LEVEL/LEVELVT.CPP
0x004165E0,47,initialize_managed_entity_slot_tables,LEVEL/LEVELRUN.CPP
0x00416620,17,set_managed_entity_slot_id,LEVEL/LEVELRUN.CPP
0x00416640,44,release_managed_entity_slot_id,LEVEL/LEVELRUN.CPP
0x00416740,115,claim_managed_entity_slot_id,LEVEL/LEVELRUN.CPP
0x00416820,39,dispatch_managed_entity_chunk_contacts_from_current_tile,LEVEL/LEVELRUN.CPP
0x00416C30,79,apply_managed_entity_position_packet,LEVEL/LEVELRUN.CPP
0x00416D20,42,initialize_level_chunk_object_base,LEVEL/LEVELRUN.CPP
0x00416D90,21,clear_object_field_0x134,LEVEL/LEVELRUN.CPP
0x00416DE0,24,set_managed_entity_state_id_with_variant,LEVEL/LEVELRUN.CPP
0x00416E90,268,dispatch_managed_entity_packet_by_type,LEVEL/LEVELRUN.CPP
0x00416FC0,13,bind_managed_entity_packet_0x2a_target,LEVEL/LEVELRUN.CPP
0x00416FD0,13,bind_managed_entity_state_reset_packet_target,LEVEL/LEVELRUN.CPP
0x00416FE0,356,construct_global_managed_entity_packets,LEVEL/LEVELRUN.CPP
0x00417150,154,destroy_global_managed_entity_packets,LEVEL/LEVELRUN.CPP
0x00417B00,36,set_rect_from_bounds,LEVEL/LEVELVT.CPP
0x00417D80,242,construct_projectile_pool,ENGINE/CORE/LINKSCF.CPP
0x00417FA0,155,spawn_projectile_object,LEVEL/LEVELVT.CPP
0x00418080,90,remove_projectile_pool_object,LEVEL/LEVELVT.CPP
0x004180E0,51,emit_projectile_pool_render_entries,LEVEL/LEVELVT.CPP
0x00418120,185,find_projectile_position_in_rect,LEVEL/LEVELVT.CPP
0x00418400,282,construct_plas_chunk_manager,ENGINE/CORE/LINKSCF.CPP
0x00418540,131,destroy_managed_entity_group,ENGINE/CORE/LINKSCF.CPP
0x00418650,205,detach_managed_entity_children_with_state_8,LEVEL/LEVELVT.CPP
0x00418730,190,reattach_managed_entity_children_by_id_list,LEVEL/LEVELVT.CPP
0x004187F0,39,remove_group_child_or_select_previous,LEVEL/LEVELVT.CPP
0x00418820,25,reorder_and_attach_managed_entity_child,LEVEL/LEVELVT.CPP
0x00418840,29,get_managed_entity_active_state_by_pointer,LEVEL/LEVELVT.CPP
0x00418860,117,select_next_ready_managed_entity,LEVEL/LEVELVT.CPP
0x004188E0,122,select_previous_ready_managed_entity,LEVEL/LEVELVT.CPP
0x00418960,91,select_managed_entity_by_pointer,LEVEL/LEVELVT.CPP
0x004189C0,39,clear_managed_entity_active_states,LEVEL/LEVELVT.CPP
0x00418A30,89,dispatch_active_managed_entity_point_command,LEVEL/LEVELVT.CPP
0x00418A90,20,clear_active_managed_entity_children_pending_state,LEVEL/LEVELVT.CPP
0x00418AB0,97,activate_or_queue_managed_entity_for_level_entity_id,LEVEL/LEVELVT.CPP
0x00418B20,54,notify_other_managed_entity_groups_of_selection,LEVEL/LEVELVT.CPP
0x00418B60,59,set_active_managed_entity_children_door_target_tile,LEVEL/LEVELVT.CPP
0x00418BE0,168,configure_managed_entity_profile_ranges,ENGINE/CORE/LINKSCF.CPP
0x00418CA0,127,initialize_network_player_plas_chunk_object_pool,ENGINE/CORE/LINKSCF.CPP
0x00418D20,826,load_plas_chunk_objects,ENGINE/CORE/LINKSCF.CPP
0x00419060,900,load_network_player_chunk_objects,ENGINE/CORE/LINKSCF.CPP
0x00419440,66,has_dirty_managed_entity_child_table,ENGINE/CORE/LINKSCF.CPP
0x00419490,93,emit_plas_chunk_manager_render_entries,ENGINE/CORE/LINKSCF.CPP
0x00419930,40,destroy_managed_entity_group,LEVEL/LEVELVT.CPP
0x00419980,163,dispatch_plas_child_state_table,LEVEL/LEVELVT.CPP
0x00419A30,24,dispatch_plas_child_state_table_variant_0,LEVEL/LEVELVT.CPP
0x00419A50,24,dispatch_plas_child_state_table_variant_1,LEVEL/LEVELVT.CPP
0x00419A70,24,dispatch_plas_child_state_table_variant_2,LEVEL/LEVELVT.CPP
0x00419A90,24,dispatch_plas_child_state_table_variant_3,LEVEL/LEVELVT.CPP
0x00419BC0,31,is_level_end_state_four_latched,LEVEL/LEVELVT.CPP
0x00419E20,33,dispatch_managed_entity_pre_update_callbacks,LEVEL/LEVELVT.CPP
0x00419E90,9,thunk_advance_managed_entity_move_command_path,LEVEL/LEVELVT.CPP
0x00419EC0,9,thunk_update_managed_entity_facing_toward_first_move_command,LEVEL/LEVELVT.CPP
0x00419ED0,42,reset_then_forward_managed_entity_vslot_0x60,LEVEL/LEVELVT.CPP
0x00419F00,9,thunk_advance_managed_entity_drop_to_saved_point,LEVEL/LEVELVT.CPP
0x00419F10,9,thunk_advance_managed_entity_drop_to_tile_center,LEVEL/LEVELVT.CPP
0x00419F30,45,clear_plas_child_runtime_flag_0x30_with_optional_virtual_cleanup,LEVEL/LEVELVT.CPP
0x0041A140,103,initialize_projectile_geometry_pair_table,LEVEL/LEVELRUN.CPP
0x0041A1D0,258,rotate_projectile_geometry_pair_block,LEVEL/LEVELVT.CPP
0x0041A3E0,242,rotate_fixed_point_pair_by_sincos,LEVEL/LEVELRUN.CPP
0x0041A510,135,construct_projectile_object,LEVEL/LEVELRUN.CPP
0x0041A5A0,30,reset_projectile_object_to_inactive_state,LEVEL/LEVELRUN.CPP
0x0041A5C0,268,initialize_projectile_object,LEVEL/LEVELRUN.CPP
0x0041A6D0,144,arm_projectile_path,LEVEL/LEVELRUN.CPP
0x0041A760,62,activate_projectile_object,LEVEL/LEVELRUN.CPP
0x0041A7A0,761,advance_projectile_object_state_machine,LEVEL/LEVELRUN.CPP
0x0041AAA0,216,serialize_projectile_object_state,LEVEL/LEVELRUN.CPP
0x0041AB80,229,deserialize_projectile_object_state,LEVEL/LEVELRUN.CPP
0x0041ACA0,89,dispatch_projectile_packet_by_type,LEVEL/LEVELRUN.CPP
0x0041AF10,49,delete_projectile_object_scalar_wrapper_0041af10,ENGINE/CORE/LINKSCF.CPP
0x0041AFD0,225,activate_managed_entity_group_children,ENGINE/CORE/LINKSCF.CPP
0x0041B0C0,78,allocate_counted_child_pointer_table,ENGINE/CORE/LINKSCF.CPP
0x0041B110,74,destroy_counted_child_table_stream,ENGINE/CORE/LINKSCF.CPP
0x0041B160,77,destroy_managed_entity_group_children,ENGINE/CORE/LINKSCF.CPP
0x0041B1B0,238,remove_counted_child_pointer_recursive,ENGINE/CORE/LINKSCF.CPP
0x0041B2A0,111,append_gmob_chunk_object,ENGINE/CORE/LINKSCF.CPP
0x0041B310,95,create_gmob_chunk_object_at_integer_position,ENGINE/CORE/LINKSCF.CPP
0x0041B370,852,create_gmob_chunk_object_by_type,ENGINE/CORE/LINKSCF.CPP
0x0041B740,130,append_gmob_chunk_type_0x14_object,ENGINE/CORE/LINKSCF.CPP
0x0041B7D0,96,service_counted_child_pointer_table,ENGINE/CORE/LINKSCF.CPP
0x0041B830,112,emit_gmob_chunk_manager_render_entries,ENGINE/CORE/LINKSCF.CPP
0x0041B8A0,65,dispatch_counted_child_slot_0x18_by_id,ENGINE/CORE/LINKSCF.CPP
0x0041B8F0,72,find_level_entity_by_id,ENGINE/CORE/LINKSCF.CPP
0x0041B940,77,deactivate_managed_entity_group_child_by_slot,ENGINE/CORE/LINKSCF.CPP
0x0041B9B0,60,clear_counted_child_back_reference,ENGINE/CORE/LINKSCF.CPP
0x0041B9F0,138,find_counted_child_containing_fixed_point,ENGINE/CORE/LINKSCF.CPP
0x0041BA80,141,find_managed_entity_at_tile_by_type,ENGINE/CORE/LINKSCF.CPP
0x0041BB10,169,find_managed_entity_group_child_by_type_in_rect,ENGINE/CORE/LINKSCF.CPP
0x0041BBC0,672,load_gmob_chunk_objects,ENGINE/CORE/LINKSCF.CPP
0x0041BEC0,59,dispatch_type_0x14_counted_child_slot_0xc4,ENGINE/CORE/LINKSCF.CPP
0x0041C380,89,construct_positioned_level_chunk_object,LEVEL/LEVELVT.CPP
0x0041C470,143,construct_linked_type_0x11_chunk_object,LEVEL/LEVELVT.CPP
0x0041C540,70,delete_linked_type_0x11_chunk_object,LEVEL/LEVELVT.CPP
0x0041C670,65,activate_saved_position_chunk_object,LEVEL/LEVELVT.CPP
0x0041C6C0,56,reset_managed_entity_to_saved_chunk_position,LEVEL/LEVELVT.CPP
0x0041C700,19,reset_saved_position_chunk_variant,LEVEL/LEVELVT.CPP
0x0041C9B0,78,request_chunk_idle_target_state_0x19,LEVEL/LEVELVT.CPP
0x0041CA90,19,reset_linked_type_0x11_chunk_state,LEVEL/LEVELVT.CPP
0x0041CBE0,74,request_chunk_target_state_0x1a,LEVEL/LEVELVT.CPP
0x0041CC70,35,copy_gmob_chunk_object_current_position,LEVEL/LEVELVT.CPP
0x0041CCA0,20,reset_gmob_chunk_object_to_state_0x18,LEVEL/LEVELVT.CPP
0x0041CCC0,88,release_linked_gmob_chunk_object,LEVEL/LEVELVT.CPP
0x0041CE50,49,request_gmob_idle_state_0x19,LEVEL/LEVELVT.CPP
0x0041CE90,122,award_gmob_linked_object_score,LEVEL/LEVELVT.CPP
0x0041CF10,95,compute_gmob_render_anchor_position,LEVEL/LEVELVT.CPP
0x0041CF70,133,refresh_gmob_chunk_object_tile_height,LEVEL/LEVELVT.CPP
0x0041D010,47,get_managed_entity_interaction_point,LEVEL/LEVELVT.CPP
0x0041D040,178,construct_gmob_chunk_type_0x14_object,LEVEL/LEVELVT.CPP
0x0041D100,32,reset_gmob_type_0x14_object_state,LEVEL/LEVELVT.CPP
