# Original LINK 3.00 incremental-link entries imported as non-progress stubs.
address,name,symbol,type,source
0x00401F28,HandleMenuSelectorEntryEventThunk,,stub,src/FRONTEND/MENUSEL.H
0x00401F2D,RefreshActiveRockChunkObjects,,stub,src/ENGINE/CORE/LINKSCF.H
0x00401F3C,ManagedEntityStateView::RequestManagedEntityStateId,?RequestManagedEntityStateId@ManagedEntityStateView@@QAEXH@Z,stub,src/LEVEL/LEVELVTNETSTATE.CPP
0x00401FAF,CountNestedIteratedChildEntries,,stub,src/ENGINE/CORE/LINKSCF.H
0x00401FBE,ActivateRockChunkObjects,,stub,src/ENGINE/CORE/LINKSCF.H
0x00401FE1,DestroyLiftChunkManagerAutoThunk,,stub,src/ENGINE/CORE/LINKSCF.CPP
0x00401FF5,SelectMenuSelectorSide1Thunk,,stub,src/FRONTEND/MENUSEL.H
0x0040200E,GameScreenObject::ConstructPaintballSequenceScreen,,stub,src/GAME.H
0x00402054,DeleteDoorChunkObjectArrayVtableThunk,?DeleteDoorChunkObjectArrayVtableThunk@@YIPAXPAX0E@Z,stub,src/ENGINE/CORE/LINKSCF.CPP
0x0040207C,LevelManagedEntityMoveCommandView::PopFirstMoveCommandAndResetMotion,?PopFirstMoveCommandAndResetMotion@LevelManagedEntityMoveCommandView@@QAEXXZ,stub,src/LEVEL/LEVELVTMOVE.CPP
0x00402090,GetNextManagedEntityGroup,,stub,src/ENGINE/CORE/LINKSCF.H
0x0040209F,LevelChunkObjectRuntimeStateView::ResetRuntimeStateThunk,,stub,src/LEVEL/LEVELVT.CPP
0x004020A4,GameScreenObject::ConstructLevelScreen,,stub,src/GAME.H
0x004020EF,DestroyLevelChunkObjectChildrenVariantAutoThunk,,stub,src/LEVEL/LEVELVT.CPP
0x004020F9,ResetIceChunkObjectRuntimeStateThunk,,stub,src/ENGINE/CORE/LINKSCF.CPP
0x00402167,ActivateMineChunkObjects,,stub,src/ENGINE/CORE/LINKSCF.H
0x0040217B,NoopManagedEntityPacketPayload,?NoopManagedEntityPacketPayload@@YIXPAX@Z,stub,src/LEVEL/LEVELRUN.CPP
0x00402180,DestroyLevelChunkStreamAutoThunk,,stub,src/ENGINE/CORE/LINKSCF.CPP
0x004021D0,DestroyLevelChunkObjectBaseAutoThunk,,stub,src/LEVEL/LEVELVT.CPP
0x004021F3,DestroyDoorChunkManagerAutoThunk,,stub,src/ENGINE/CORE/LINKSCF.CPP
0x00402239,DestroyLevelChunkObjectBase24CF0,?DestroyLevelChunkObjectBase24CF0@@YIXPAX@Z,stub,src/LEVEL/LEVELVT.CPP
0x0040225C,DestroyRegisteredRenderSlotArrayAutoThunk,,stub,src/FRONTEND/SCREENVT.CPP
0x00402275,ResetRockChunkObjectRuntimeStateThunk,,stub,src/ENGINE/CORE/LINKSCF.CPP
0x00402315,GameScreenObject::ConstructOptionsScreen,,stub,src/GAME.H
0x00402329,DestroyMenuSelectorEntryAutoThunk,,stub,src/FRONTEND/MENUSEL.CPP
0x00402351,LevelManagedEntityMoveCommandView::PopFirstMoveCommand,?PopFirstMoveCommand@LevelManagedEntityMoveCommandView@@QAEXXZ,stub,src/LEVEL/LEVELVTMOVE.CPP
0x00402360,ActivateCaptureTriggerChunkObjects,,stub,src/ENGINE/CORE/LINKSCF.H
0x00402374,DestroyMineChunkManagerAutoThunk,,stub,src/ENGINE/CORE/LINKSCF.CPP
0x0040240A,ActivateManagedEntityGroupChildren,,stub,src/ENGINE/CORE/LINKSCF.H
0x0040243C,LevelChunkObjectRuntimeStateView::ClearStateFieldsThunk,,stub,src/LEVEL/LEVELVT.CPP
0x00402446,clear_managed_entity_child_pending_state_if_interruptible,?clear_managed_entity_child_pending_state_if_interruptible@@YIXPAX@Z,stub,src/LEVEL/LEVELRUN.CPP
0x00402518,ActivateLiftChunkObjects,,stub,src/ENGINE/CORE/LINKSCF.H
0x0040253B,RefreshActivePgunChunkObjects,,stub,src/ENGINE/CORE/LINKSCF.H
0x00402559,ActivateIceChunkObjects,,stub,src/ENGINE/CORE/LINKSCF.H
0x0040258B,AdvanceCachedGroupManagedEntityChildIterator,,stub,src/ENGINE/CORE/LINKSCF.H
0x004025EA,IceChunkObjectActionView::RequestIceChunkObjectToggleActivation,?RequestIceChunkObjectToggleActivation@IceChunkObjectActionView@@QAEXXZ,stub,src/ENGINE/CORE/LINKSCFICEACTION.CPP
0x004025FE,DestroyCountedChildTableStreamAutoThunk,,stub,src/LEVEL/LEVELVT.CPP
0x00402608,InvsChunkObjectActionView::AddInvsTrackedEntity,?AddInvsTrackedEntity@InvsChunkObjectActionView@@QAEXPAX@Z,stub,src/ENGINE/CORE/LINKSCFINVS.CPP
0x0040263A,get_next_projectile_pool_object,?get_next_projectile_pool_object@@YIPAXPAX@Z,stub,src/LEVEL/LEVELVT.CPP
0x00402658,MarkNetworkLobbySelectedPeerDisconnected,?MarkNetworkLobbySelectedPeerDisconnected@@YIXPAX@Z,stub,src/ENGINE/MEDIA/EFFSTRM.CPP
0x00402667,ManagedEntityChildView::SetManagedEntityPrimaryActiveFlag,?SetManagedEntityPrimaryActiveFlag@ManagedEntityChildView@@QAEXH@Z,stub,src/LEVEL/LEVELVT.CPP
0x00402676,DestroyCollChunkObjectAutoThunk,,stub,src/LEVEL/LEVELVT.CPP
0x0040268A,FindManagedEntityByPointer,,stub,src/ENGINE/CORE/LINKSCF.H
0x0040268F,LevelSlotActionDispatcherView::DispatchLevelSlotActionByType,?DispatchLevelSlotActionByType@LevelSlotActionDispatcherView@@QAEXHIHH@Z,stub,src/LEVEL/LEVELVTACTIONDISPATCH.CPP
0x004026CB,AppendManagedEntityGroupFromIds,,stub,src/ENGINE/CORE/LINKSCF.H
0x004026E9,DestroyCollChunkManagerAutoThunk,,stub,src/LEVEL/LEVELVT.CPP
0x00402743,DestroyIceChunkManagerAutoThunk,,stub,src/LEVEL/LEVELVT.CPP
0x0040275C,GetFirstIteratedChildStatus11C,,stub,src/ENGINE/CORE/LINKSCF.H
0x00402770,DemoLevelDemoPlaybackController::DestroyLevelDemoPlaybackControllerThunk,,stub,src/LEVEL/DEMO.CPP
0x004027E8,AppendCachedChunkObject,,stub,src/ENGINE/CORE/LINKSCF.H
0x004027FC,ReadNetworkLobbyPeerEntryStream,,stub,src/ENGINE/MEDIA/EFFSTRM.H
0x00402856,return_zero_vtable_callback_0042dd30,,stub,src/ENGINE/CORE/LINKSCF.H
0x00402860,ForwardOwnerChildCommandValue,,stub,src/ENGINE/CORE/LINKSCF.H
0x0040289C,ResetLasrChunkObjectRuntimeStateThunk,,stub,src/ENGINE/CORE/LINKSCF.CPP
0x004028BF,VS_WindowOwnerBase::ReservedWindowOwnerSlot18,,stub,src/ENGINE/GDI/VSWINDOW.H
0x00402900,EmitProjectilePoolRenderEntries,,stub,src/ENGINE/CORE/LINKSCF.H
0x00402946,DispatchMoveChunkObjectActionBySlot,?DispatchMoveChunkObjectActionBySlot@@YIXPAX0HI@Z,stub,src/LEVEL/LEVELVTMOVEACTION.CPP
0x0040295F,ClearCountedChildBackReference,,stub,src/ENGINE/CORE/LINKSCF.H
0x004029A0,GameScreenObject::ConstructPasswordEntryScreen,,stub,src/GAME.H
0x004029B4,VS_WindowOwnerBase::ReservedWindowOwnerSlot39,,stub,src/ENGINE/GDI/VSWINDOW.H
0x004029FA,ResetCaptureTriggerChunkObjectRuntimeStateThunk,,stub,src/ENGINE/CORE/LINKSCF.CPP
0x00402A09,ServiceActiveDoorChunkObjects,,stub,src/ENGINE/CORE/LINKSCF.H
0x00402A36,MoveMenuSelectorPreviousThunk,,stub,src/FRONTEND/MENUSEL.H
0x00402A45,ServiceCountedChildPointerTable,,stub,src/ENGINE/CORE/LINKSCF.H
0x00402A59,GetMenuSelectorStartTimeThunk,,stub,src/FRONTEND/MENUSEL.H
0x00402A72,RefreshActiveCollChunkObjects,,stub,src/ENGINE/CORE/LINKSCF.H
0x00402AA9,ToggleLiftChunkObjectActivationState,?ToggleLiftChunkObjectActivationState@@YIXPAX@Z,stub,src/ENGINE/CORE/LINKSCFLIFTACTION.CPP
0x00402ACC,GetNextManagedEntityChildFromCachedGroup,,stub,src/ENGINE/CORE/LINKSCF.H
0x00402B1C,RestoreReconstructedLevelScreenVtablesAutoThunk,,stub,src/GAME.CPP
0x00402B76,DeleteNetworkLobbySelectedPeerStatusStream,,stub,src/ENGINE/MEDIA/EFFSTRM.H
0x00402BE9,DestroyGmobChunkType14ObjectAutoThunk,,stub,src/LEVEL/LEVELVT.CPP
0x00402C75,return_zero_level_callback_0042eec0,?return_zero_level_callback_0042eec0@@YGHPAX0@Z,stub,src/LEVEL/LEVELVT.CPP
0x00402CA2,DestroyCaptureTriggerChunkManagerAutoThunk,,stub,src/ENGINE/CORE/LINKSCF.CPP
0x00402CD4,RemoveCachedChunkObjectAndDestroy,,stub,src/ENGINE/CORE/LINKSCF.H
0x00402D42,RemoveInvsTrackedEntitiesOutsideBounds,?RemoveInvsTrackedEntitiesOutsideBounds@@YIXPAX@Z,stub,src/ENGINE/CORE/LINKSCFINVS.CPP
0x00402D5B,SetMenuSelectorDirectionFieldThunk,,stub,src/FRONTEND/MENUSEL.H
0x00402D83,NoopLevelStatusCallbackIlt,,stub,src/LEVEL/LEVELSTAT.CPP
0x00402DA1,EmitMoveChunkManagerRenderEntries,,stub,src/ENGINE/CORE/LINKSCF.H
0x00402DAB,DrawPasswordEntryInputPanelThunk,,stub,src/FRONTEND/MAINMENU.CPP
0x00402DC4,DestroyLevelChunkObjectBaseECA0,?DestroyLevelChunkObjectBaseECA0@@YIXPAX@Z,stub,src/LEVEL/LEVELVT.CPP
0x00402DD8,SetMenuSelectorStartTimeFieldThunk,,stub,src/FRONTEND/MENUSEL.H
0x00402DF1,DestroyTileFlag1CChunkObjectAutoThunk,,stub,src/LEVEL/LEVELVT.CPP
0x00402E1E,VS_WindowOwnerBase::CacheCurrentContextWindow,,stub,src/ENGINE/GDI/VSWINDOW.H
0x00402E28,StartMenuSelectorActionThunk,,stub,src/FRONTEND/MENUSEL.H
0x00402E4B,DispatchDoorChunkObjectTriggerBySlot,?DispatchDoorChunkObjectTriggerBySlot@@YIXPAX0HI@Z,stub,src/ENGINE/CORE/LINKSCFDOORACTION.CPP
0x00402E91,ManagedProjectileObjectView::ActivateAtPosition,?ActivateAtPosition@ManagedProjectileObjectView@@QAEXPBULevelPoint3@@@Z,stub,src/LEVEL/LEVELVTPROJECTILE.CPP
0x00402E9B,DispatchLiftChunkObjectActionBySlot,?DispatchLiftChunkObjectActionBySlot@@YIXPAX0HIHH@Z,stub,src/ENGINE/CORE/LINKSCFLIFTACTION.CPP
0x00402EB9,GetCachedChunkObjectByIndex,,stub,src/ENGINE/CORE/LINKSCF.H
0x00402F09,DestroyManagedEntityQueueCursorAutoThunk,,stub,src/LEVEL/LEVELVT.CPP
0x00402F3B,SetMenuSelectorDurationFieldThunk,,stub,src/FRONTEND/MENUSEL.H
0x00402FF4,AdvanceActiveMoveChunkObjects,,stub,src/ENGINE/CORE/LINKSCF.H
0x00402FFE,DestroyLevelScreenActionPanelResourcesThunk,,stub,src/LEVEL/LEVELSTAT.CPP
0x00403008,FUN_0043a2e0,,stub,src/GAME.H
0x00403012,DestroyRegistrationInfoScreenAutoThunk,,stub,src/GAME.CPP
0x0040301C,DestroyMoveChunkManagerAutoThunk,,stub,src/LEVEL/LEVELSTAT.CPP
0x00403026,GameScreenObject::ConstructRegistrationInfoScreen,,stub,src/GAME.H
0x00403058,ResetCachedChunkManagerScratch,,stub,src/ENGINE/CORE/LINKSCF.H
0x00403062,DestroyBaseModeObjectAutoThunk,,stub,src/GAME.CPP
0x00403076,ResetMoveChunkObjectRuntimeStateThunk,,stub,src/LEVEL/LEVELVT.CPP
0x004030C1,VS_RootGeometryOwner::RemoveQueuedRenderSinkValueNode,,stub,src/ENGINE/GDI/VSWINDOW.H
0x004031CF,GmobChunkType14ActionView::DispatchGmobChunkType14Actions,?DispatchGmobChunkType14Actions@GmobChunkType14ActionView@@QAEXXZ,stub,src/LEVEL/LEVELVTACTIONDISPATCH.CPP
0x00403201,GetFirstManagedEntityChildFromCachedGroup,,stub,src/ENGINE/CORE/LINKSCF.H
0x004032AB,set_move_chunk_object_trigger_latch,?set_move_chunk_object_trigger_latch@@YIXPAX@Z,stub,src/LEVEL/LEVELVT.CPP
0x004032C4,ActivateCollChunkObjects,,stub,src/ENGINE/CORE/LINKSCF.H
0x004032D3,InitializeLiftChunkObjects,,stub,src/ENGINE/CORE/LINKSCF.H
0x004032DD,ManagedEntityPacketStreamView::BindManagedEntityPacketTarget,?BindManagedEntityPacketTarget@ManagedEntityPacketStreamView@@QAEXPAX@Z,stub,src/LEVEL/LEVELVTNETSTATE.CPP
0x0040333C,AdvanceInvsChunkObjects,,stub,src/ENGINE/CORE/LINKSCF.H
0x0040336E,LevelManagedEntityMoveCommandView::CopyFirstMoveCommandPositionOrCurrent,?CopyFirstMoveCommandPositionOrCurrent@LevelManagedEntityMoveCommandView@@QAEPAULevelThreeDwordPoint@@PAU2@@Z,stub,src/LEVEL/LEVELVTMOVE.CPP
0x0040339B,deactivate_projectile_object,?deactivate_projectile_object@@YIXPAX@Z,stub,src/LEVEL/LEVELVT.CPP
0x00403404,EmitMineChunkManagerRenderEntries,,stub,src/ENGINE/CORE/LINKSCF.H
0x0040340E,EmitLiftChunkManagerRenderEntries,,stub,src/ENGINE/CORE/LINKSCF.H
0x00403431,EmitTramChunkManagerRenderEntries,,stub,src/ENGINE/CORE/LINKSCF.H
0x00403440,VS_WindowOwnerBase::ReservedWindowOwnerSlot20,,stub,src/ENGINE/GDI/VSWINDOW.H
0x0040345E,ActivateMoveChunkObjects,,stub,src/ENGINE/CORE/LINKSCF.H
0x00403463,DestroyLevelSelectionScreenAutoThunk,,stub,src/FRONTEND/MAINMENU.CPP
0x00403468,DestroyProjectileObject,?DestroyProjectileObject@@YIXPAX@Z,stub,src/ENGINE/CORE/LINKSCFPROJECTILE.CPP
0x00403472,DestroyThreeOptionalRecordChunkObjectAutoThunk,,stub,src/LEVEL/LEVELVT.CPP
0x0040349A,DispatchIceChunkObjectActionBySlot,?DispatchIceChunkObjectActionBySlot@@YIXPAX0HI@Z,stub,src/ENGINE/CORE/LINKSCFICEACTION.CPP
0x004034A9,VS_RootGeometryOwner::QueryRootGeometryState,,stub,src/ENGINE/GDI/VSWINDOW.H
0x00403530,DestroyPasswordEntryScreenAutoThunk,,stub,src/FRONTEND/MAINMENU.CPP
0x00403549,GetNextCachedChunkObject,,stub,src/ENGINE/CORE/LINKSCF.H
0x0040354E,DestroyLasrChunkManagerAutoThunk,,stub,src/ENGINE/CORE/LINKSCF.CPP
0x004035F3,DestroyNetworkLobbyVsnetRuntimeAutoThunk,,stub,src/ENGINE/MEDIA/EFFSTRM.CPP
0x0040363E,DestroyPgunChunkManagerAutoThunk,,stub,src/LEVEL/LEVELVT.CPP
0x00403657,VS_RootGeometryOwner::SetWindowOwnerState,,stub,src/ENGINE/GDI/VSWINDOW.H
0x00403675,EmitGmobChunkManagerRenderEntries,,stub,src/ENGINE/CORE/LINKSCF.H
0x00403693,VS_WindowOwnerBase::ReservedWindowOwnerSlot22,,stub,src/ENGINE/GDI/VSWINDOW.H
0x0040369D,EmitDoorChunkRenderEntries,,stub,src/ENGINE/CORE/LINKSCF.H
0x004036C0,GetIntDirectionSignThunk,,stub,src/FRONTEND/MENUSEL.H
0x004036D4,InitializeTramChunkObjects,,stub,src/ENGINE/CORE/LINKSCF.H
0x004036D9,DispatchPlasChildStateTable,?DispatchPlasChildStateTable@@YAXPAPAUPlasChildStateDispatchEntry@@PAXPAUPlasChildStateEntityView@@@Z,stub,src/LEVEL/LEVELVT.CPP
0x004036F2,DestroyNetworkLobbyTransportControllerAutoThunk,,stub,src/GAME.CPP
0x0040372E,has_level_plas_history_entries,?has_level_plas_history_entries@@YIHPAX@Z,stub,src/LEVEL/LEVELVT.CPP
0x00403779,LevelManagedEntityChildIterator::AttachManagedEntityChild,?AttachManagedEntityChild@LevelManagedEntityChildIterator@@QAEHPAUManagedEntityChildView@@@Z,stub,src/LEVEL/LEVELVTCHILD.CPP
0x00403797,EmitCaptureTriggerChunkManagerRenderEntries,,stub,src/ENGINE/CORE/LINKSCF.H
0x004037BA,get_managed_entity_owner_group,?get_managed_entity_owner_group@@YIPAXPAX@Z,stub,src/LEVEL/LEVELVT.CPP
0x004037C4,DestroyCompositeLevelChunkChildrenAutoThunk,,stub,src/LEVEL/LEVELVT.CPP
